17.25700570899062,6250
17.2235919800587,6250
17.200669950107113,6250
17.012872502906248,6250
17.090447592083365,6250
17.14753936114721,6250
17.06397462193854,6250
17.103531261906028,6250
17.109282881952822,6250
17.25327374902554,6250
25.0959995619487,12500
24.90419450495392,12500
25.041892962995917,12500
24.98151648393832,12500
24.884768947027624,12500
24.996497792890295,12500
24.98948319302872,12500
25.08112905314192,12500
24.76998772798106,12500
24.96905115712434,12500
40.46469528391026,25000
40.71337169990875,25000
40.75798860914074,25000
40.56774115213193,25000
40.714025400113314,25000
40.855099237989634,25000
41.08948522317223,25000
40.82318541803397,25000
41.01808254397474,25000
41.13951543299481,25000
72.91755092795938,50000
72.5938765029423,50000
72.4298415009398,50000
72.92577369208448,50000
72.73295281594619,50000
72.52041874011047,50000
72.69958127709106,50000
72.65216674795374,50000
72.06614672904834,50000
71.9135182518512,50000
