epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8639187579974532,0,64,7500,0.1567,0.863765348913148
0.8607300380244851,1,64,7500,0.3,0.8624242749065161
0.8625829240772873,2,64,7500,0.407,0.8623211319791153
1.730560079915449,0,64,15000,0.1565,0.8624793690396473
1.7232681469758973,1,64,15000,0.2912,0.8639917459804565
1.724040379980579,2,64,15000,0.4241,0.8660531949717551
3.442155911005102,0,64,30000,0.3676,0.8611535539384931
3.4411775909829885,1,64,30000,0.492,0.8703815100016072
3.464443703996949,2,64,30000,0.5304,0.8727262320462614
6.913845380069688,0,64,60000,0.3558,0.8644931889139116
6.896651835995726,1,64,60000,0.5423,0.8633857240201905
6.89902362797875,2,64,60000,0.6145,0.8652899389853701
0.8716479018330574,0,64,7500,0.1192,0.8790942770428956
0.8710735617205501,1,64,7500,0.2741,0.8874993450008333
0.8676021876744926,2,64,7500,0.4237,0.8779691802337766
1.727005166001618,0,64,15000,0.2748,0.8852572259493172
1.731741740833968,1,64,15000,0.3991,0.87642761785537
1.7206563893705606,2,64,15000,0.4279,0.8749751937575638
3.458471440244466,0,64,30000,0.3776,0.8777238577604294
3.469599542673677,1,64,30000,0.4749,0.8874758300371468
3.446568259038031,2,64,30000,0.5351,0.879398247692734
6.899040337186307,0,64,60000,0.4054,0.8726022797636688
6.888478142675012,1,64,60000,0.4998,0.8808104530908167
6.887441010214388,2,64,60000,0.582,0.8762624957598746
0.8616963718086481,0,64,7500,0.1831,0.8648243569768965
0.8598781013861299,1,64,7500,0.2554,0.8745362288318574
0.8551517175510526,2,64,7500,0.3587,0.8630446190945804
1.71014100080356,0,64,15000,0.1811,0.8754293592646718
1.7206712639890611,1,64,15000,0.3056,0.8695690231397748
1.7035354138351977,2,64,15000,0.3699,0.8670254172757268
3.4069108981639147,0,64,30000,0.3707,0.8632179037667811
3.4241496101021767,1,64,30000,0.5457,0.8713813829235733
3.3981492118909955,2,64,30000,0.5954,0.8653304991312325
6.837545928545296,0,64,60000,0.4587,0.866830391343683
6.821716337930411,1,64,60000,0.5282,0.871550730895251
6.827671319711953,2,64,60000,0.6046,0.8671679962426424
0.8651465037837625,0,64,7500,0.1801,0.8698236560449004
0.866229600738734,1,64,7500,0.2511,0.8777133440598845
0.8578573171980679,2,64,7500,0.3313,0.879075716715306
1.725097299553454,0,64,15000,0.3362,0.8826636392623186
1.7238357360474765,1,64,15000,0.3844,0.8721405249089003
1.7132990369573236,2,64,15000,0.4293,0.8697764771059155
3.431063315831125,0,64,30000,0.2698,0.8668134398758411
3.4337709420360625,1,64,30000,0.3684,0.8731559370644391
3.4367632321082056,2,64,30000,0.4526,0.8667081431485713
6.8592032310552895,0,64,60000,0.4539,0.8683830541558564
6.838153948076069,1,64,60000,0.5299,0.8655407447367907
6.868441435974091,2,64,60000,0.5935,0.8726618872024119
2.8914746586233377,0,64,7500,0.4186,0.22037363331764936
2.880306121427566,1,64,7500,0.5701,0.22026890562847257
2.877675740979612,2,64,7500,0.6169,0.21636694204062223
2.884675834327936,0,64,15000,0.2992,0.22120448667556047
0.3657736759632826,0,64,7500,0.108,0.21640192018821836
0.36372919799759984,1,64,7500,0.1574,0.21814124286174774
0.36136714182794094,2,64,7500,0.2306,0.2151107802055776
0.7256831438280642,0,64,15000,0.1793,0.2201590919867158
0.7255272399634123,1,64,15000,0.2457,0.21529496693983674
0.7212941744364798,2,64,15000,0.2899,0.21562553895637393
1.4301622710190713,0,64,30000,0.3206,0.21579013811424375
1.4353378619998693,1,64,30000,0.4108,0.2204852239228785
1.4293736359104514,2,64,30000,0.5291,0.21820726804435253
2.8891559056937695,0,64,60000,0.5358,0.21531403390690684
2.8625700268894434,1,64,60000,0.5719,0.22031710017472506
2.8541580638848245,2,64,60000,0.6132,0.2152142059057951
0.42872793204151094,0,64,7500,0.1693,0.24735290498938411
0.41888269199989736,1,64,7500,0.267,0.24796790594700724
0.4245193119859323,2,64,7500,0.3226,0.25393901602365077
0.850840333965607,0,64,15000,0.1512,0.25244595599360764
0.8644252340309322,1,64,15000,0.1855,0.2492862349608913
0.8327380450209603,2,64,15000,0.3119,0.2545936250826344
1.664137738989666,0,64,30000,0.2989,0.25072362599894404
1.669344769907184,1,64,30000,0.3966,0.24765412509441376
1.6343660010024905,2,64,30000,0.4864,0.2558484449982643
3.3338646589545533,0,64,60000,0.4017,0.2541068559512496
3.3210607590153813,1,64,60000,0.5344,0.25195784599054605
3.3390890590380877,2,64,60000,0.5951,0.2500752059277147
