3.1980530130676925,0,4,7500,0.1568,1.9054478269536048
3.192745683947578,1,4,7500,0.1303,1.9115184660768136
3.196069583063945,2,4,7500,0.1331,1.9054691259516403
6.374751107068732,0,4,15000,0.1088,1.9212732749292627
6.403799007064663,1,4,15000,0.1635,1.9032968760002404
6.362122007994913,2,4,15000,0.1806,1.9147365259705111
12.686726234969683,0,4,30000,0.1456,1.8981071170419455
12.691682885983028,1,4,30000,0.2036,1.8881316559854895
12.710928465006873,2,4,30000,0.2524,1.9297877759672701
21.285347402095795,0,4,50000,0.173,1.8981266269693151
21.253603183082305,1,4,50000,0.2726,1.9355702250031754
21.145824625971727,2,4,50000,0.3155,1.9111711560981348
