1537.194144617999,0
1537.1948555919807,0
1528.2612437941134,1
1528.2610946018249,1
1518.407169456128,2
1518.4074850140605,2
1503.4190054589417,0
1503.4200114400592,0
1513.8126704471651,1
1513.8139491151087,1
1522.3894927618094,2
1522.3907650469337,2
1518.1312490561977,0
1518.1317441018764,0
1517.5764574049972,1
1517.5765015080106,1
1518.3093178139534,2
1518.310022666119,2
1539.5730672681239,0
1539.5726565010846,0
1535.269464493962,1
1535.2702938218135,1
1527.8024970828556,2
1527.8020290080458,2
1542.5249343630858,0
1542.5252494390588,0
1525.8083382188343,1
1525.8075035018846,1
1527.1853861578275,2
1527.1862197539303,2
1541.0698192040436,0
1541.0711457720026,0
1538.9973169090226,1
1538.9964071398135,1
1539.0135140391067,2
1539.0143739539199,2
1542.9965874729678,0
1542.9971077360678,0
1546.3977159340866,1
1546.398446955951,1
1546.0440983159933,2
1546.0457255211659,2
1542.258335920982,0
1542.2589215789922,0
1533.997572477907,1
1533.9965089170728,1
1535.8996844538487,2
1535.8999151010066,2
1537.0196171291173,0
1537.020393727813,0
1539.7554964839946,1
1539.754499228904,1
1544.089248121949,2
1544.089115640847,2
1529.2193833738565,0
1529.2193813310005,0
1540.0541780539788,1
1540.0543431760743,1
1530.1877032190096,2
1530.1883527969476,2
