2188.7321274490096,0,4,7500,0.1,1456.6754459539661
2188.761393269,0,4,7500,0.1,1456.675453584001
2191.2122849680018,1,4,7500,0.1511,1456.4731274789665
2191.212246367999,1,4,7500,0.1511,1456.4731262690038
2189.333196635009,2,4,7500,0.1779,1445.3363349440042
2189.3332096249796,2,4,7500,0.1779,1445.3364363440196
4391.585456700006,0,4,15000,0.1662,1466.692591537023
4391.638965968974,0,4,15000,0.1662,1466.6925621170085
4387.310714336985,1,4,15000,0.1754,1463.4237338430248
4387.310776307015,1,4,15000,0.1754,1463.4237276829663
4390.367030151014,2,4,15000,0.2407,1459.5962858590065
4390.367065071012,2,4,15000,0.2407,1459.5962521290057
8957.581822670007,0,4,30000,0.1919,1455.311583288014
8957.664428077987,0,4,30000,0.1919,1455.311701328028
8722.200844796957,1,4,30000,0.2756,1462.058749525051
8722.200942616968,1,4,30000,0.2756,1462.0587453949847
8718.794468612992,2,4,30000,0.3403,1447.1129045260022
8718.794508263003,2,4,30000,0.3403,1447.1128756660037
14668.062332957983,0,4,50000,0.2472,1473.3100949740037
14667.910900510964,0,4,50000,0.2472,1473.310101134004
14724.984382093011,1,4,50000,0.3421,1484.726753327006
14724.984494183038,1,4,50000,0.3421,1484.726744346961
14743.427025846031,2,4,50000,0.4071,1465.1093133569811
14743.427019176015,2,4,50000,0.4071,1465.109424086986
1819.017764408025,0,4,6250,0.1,1452.8769208109588
1818.9964543689857,0,4,6250,0.1,1452.877035240992
1817.0165358670056,1,4,6250,0.1,1446.560706913995
1817.0166264169966,1,4,6250,0.1,1446.5607029439998
1814.457554311026,2,4,6250,0.1046,1449.404644997965
1814.4575608809828,2,4,6250,0.1046,1449.404678357998
3634.1328848460107,0,4,12500,0.1027,1445.9129361420055
3634.1496208859608,0,4,12500,0.1027,1445.9129330620053
3610.0953326319577,1,4,12500,0.1698,1448.6301842459943
3610.0956188320415,1,4,12500,0.1698,1448.6298923859722
3609.196545001003,2,4,12500,0.1851,1455.5815085389768
3609.1965877210023,2,4,12500,0.1851,1455.5815048789955
7248.60006442602,0,4,25000,0.1953,1457.7682013090234
7248.550434646953,0,4,25000,0.1953,1457.7683227889938
7288.875418709009,1,4,25000,0.2708,1457.130321954959
7288.875240279012,1,4,25000,0.2708,1457.1304626539932
7297.271318832005,2,4,25000,0.3157,1459.9544821029995
7297.271447000967,2,4,25000,0.3157,1459.954684943019
14631.262090192991,0,4,50000,0.2437,1454.2685481630033
14631.424149559985,0,4,50000,0.2437,1454.268811582995
14630.33284213196,1,4,50000,0.3565,1460.487741784018
14630.333186561009,1,4,50000,0.3565,1460.487818943977
14577.700549704023,2,4,50000,0.4193,1446.420724489959
14577.700414675055,2,4,50000,0.4193,1446.4208437589696
